sample_size,group,sample_index
25,1,4
25,1,15
25,1,39
25,1,50
25,1,51
25,1,87
25,1,94
25,1,96
25,1,111
25,1,122
25,1,132
25,1,136
25,1,138
25,1,140
25,1,143
25,1,150
25,1,157
25,1,159
25,1,170
25,1,192
25,1,200
25,1,202
25,1,231
25,1,235
25,1,237
25,1,260
25,1,264
25,1,265
25,1,271
25,2,6
25,2,38
25,2,50
25,2,59
25,2,73
25,2,76
25,2,79
25,2,84
25,2,87
25,2,106
25,2,114
25,2,119
25,2,124
25,2,134
25,2,153
25,2,154
25,2,182
25,2,191
25,2,193
25,2,210
25,2,240
25,2,244
25,2,249
25,2,263
25,2,268
25,2,273
25,2,284
25,2,286
25,3,14
25,3,27
25,3,31
25,3,32
25,3,35
25,3,40
25,3,43
25,3,44
25,3,48
25,3,51
25,3,53
25,3,71
25,3,73
25,3,78
25,3,87
25,3,96
25,3,97
25,3,99
25,3,101
25,3,136
25,3,137
25,3,148
25,3,153
25,3,158
25,3,165
25,3,169
25,3,196
25,3,197
25,3,212
25,3,215
25,3,216
25,3,220
25,3,233
25,3,237
25,3,244
25,3,250
25,3,254
25,3,271
25,3,277
25,3,280
25,4,1
25,4,18
25,4,34
25,4,38
25,4,49
25,4,51
25,4,53
25,4,54
25,4,57
25,4,60
25,4,62
25,4,63
25,4,70
25,4,71
25,4,83
25,4,84
25,4,95
25,4,99
25,4,118
25,4,120
25,4,131
25,4,153
25,4,186
25,4,220
25,4,232
25,4,233
25,4,239
25,4,264
25,4,279
25,4,283
25,5,1
25,5,12
25,5,16
25,5,24
25,5,35
25,5,43
25,5,49
25,5,59
25,5,66
25,5,67
25,5,69
25,5,95
25,5,101
25,5,114
25,5,129
25,5,157
25,5,158
25,5,161
25,5,166
25,5,179
25,5,187
25,5,191
25,5,192
25,5,197
25,5,202
25,5,217
25,5,219
25,5,224
25,5,234
25,5,246
25,5,261
25,5,266
25,5,277
25,5,279
25,5,285
25,6,6
25,6,20
25,6,30
25,6,33
25,6,38
25,6,41
25,6,56
25,6,80
25,6,98
25,6,102
25,6,104
25,6,120
25,6,126
25,6,142
25,6,143
25,6,144
25,6,146
25,6,149
25,6,180
25,6,198
25,6,210
25,6,219
25,6,228
25,6,231
25,6,238
25,6,255
25,6,258
25,6,263
25,6,271
25,6,272
25,6,273
25,7,12
25,7,22
25,7,66
25,7,107
25,7,115
25,7,141
25,7,162
25,7,170
25,7,177
25,7,181
25,7,186
25,7,190
25,7,194
25,7,241
25,7,250
25,7,255
25,7,268
25,7,270
25,7,276
25,8,12
25,8,29
25,8,50
25,8,60
25,8,83
25,8,101
25,8,134
25,8,135
25,8,141
25,8,148
25,8,182
25,8,197
25,8,200
25,8,201
25,8,206
25,8,208
25,8,233
25,8,234
25,8,235
25,8,236
25,8,243
25,8,247
25,8,256
25,8,258
25,8,265
25,8,278
25,8,286
25,9,0
25,9,5
25,9,12
25,9,22
25,9,32
25,9,43
25,9,45
25,9,50
25,9,67
25,9,74
25,9,91
25,9,94
25,9,114
25,9,124
25,9,140
25,9,144
25,9,145
25,9,158
25,9,159
25,9,169
25,9,170
25,9,179
25,9,181
25,9,215
25,9,228
25,9,233
25,9,249
25,9,252
25,9,270
25,9,278
25,10,10
25,10,20
25,10,32
